Month,Year,Country,HS,Commodity,Customs Value (Gen) ($US),
October,2025,Cambodia,39,Plastics And Articles Thereof,"40,589,378",
October,2025,Cambodia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"19,799,896",
October,2025,Cambodia,49,"Printed Books, Newspapers Etc; Manuscripts Etc","642,153",
October,2025,Cambodia,61,"Apparel Articles And Accessories, Knit Or Crochet","372,686,005",
October,2025,Cambodia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"21,234,906",
October,2025,Cambodia,64,"Footwear, Gaiters Etc. And Parts Thereof","108,379,078",
October,2025,Cambodia,70,Glass And Glassware,"879,962",
October,2025,Cambodia,73,Articles Of Iron Or Steel,"15,941,557",
October,2025,Cambodia,76,Aluminum And Articles Thereof,"4,193,159",
October,2025,Cambodia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","1,730,223",
October,2025,Cambodia,83,Miscellaneous Articles Of Base Metal,"8,604,160",
October,2025,Cambodia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","8,475,248",
October,2025,Cambodia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"75,666,733",
October,2025,Cambodia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","33,374,928",
October,2025,Cambodia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","126,976,659",
October,2025,Cambodia,95,"Toys, Games & Sport Equipment; Parts & Accessories","78,699,689",
October,2025,Cameroon,39,Plastics And Articles Thereof,"26,160",
October,2025,Cameroon,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"4,560",
October,2025,Cameroon,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"6,331",
October,2025,Cameroon,70,Glass And Glassware,"6,219",
October,2025,Cameroon,83,Miscellaneous Articles Of Base Metal,"11,300",
October,2025,Cameroon,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","47,493",
October,2025,Cameroon,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"19,522",
October,2025,Cameroon,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","25,102",
October,2025,Canada,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","171,281,445",
October,2025,Canada,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","108,068,161",
October,2025,Canada,39,Plastics And Articles Thereof,"1,051,007,943",
October,2025,Canada,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"547,715,195",
October,2025,Canada,49,"Printed Books, Newspapers Etc; Manuscripts Etc","55,825,380",
October,2025,Canada,61,"Apparel Articles And Accessories, Knit Or Crochet","13,912,748",
October,2025,Canada,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"16,708,693",
October,2025,Canada,64,"Footwear, Gaiters Etc. And Parts Thereof","4,084,135",
October,2025,Canada,70,Glass And Glassware,"50,434,261",
October,2025,Canada,73,Articles Of Iron Or Steel,"251,777,165",
October,2025,Canada,76,Aluminum And Articles Thereof,"719,250,122",
October,2025,Canada,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","24,996,516",
October,2025,Canada,83,Miscellaneous Articles Of Base Metal,"115,212,238",
October,2025,Canada,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","2,219,447,324",
October,2025,Canada,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"907,895,633",
October,2025,Canada,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","4,405,522,203",
October,2025,Canada,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","438,685,717",
October,2025,Canada,95,"Toys, Games & Sport Equipment; Parts & Accessories","32,120,366",
October,2025,Cayman Islands,39,Plastics And Articles Thereof,"2,100",
October,2025,Cayman Islands,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"1,244",
October,2025,Cayman Islands,76,Aluminum And Articles Thereof,"34,480",
October,2025,Cayman Islands,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"1,280,511",
October,2025,Cayman Islands,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab",298,
October,2025,Chad,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"2,128",
October,2025,Chile,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","156,118",
October,2025,Chile,39,Plastics And Articles Thereof,"712,383",
October,2025,Chile,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"4,442,093",
October,2025,Chile,49,"Printed Books, Newspapers Etc; Manuscripts Etc","117,831",
October,2025,Chile,61,"Apparel Articles And Accessories, Knit Or Crochet","1,288",
October,2025,Chile,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"35,360",
October,2025,Chile,64,"Footwear, Gaiters Etc. And Parts Thereof",587,
October,2025,Chile,70,Glass And Glassware,"1,160,253",
October,2025,Chile,73,Articles Of Iron Or Steel,"190,961",
October,2025,Chile,76,Aluminum And Articles Thereof,"1,965,124",
October,2025,Chile,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","332,502",
October,2025,Chile,83,Miscellaneous Articles Of Base Metal,"213,140",
October,2025,Chile,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","5,203,139",
October,2025,Chile,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"2,054,451",
October,2025,Chile,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","2,908,903",
October,2025,Chile,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","280,538",
October,2025,Chile,95,"Toys, Games & Sport Equipment; Parts & Accessories","29,888",
October,2025,China,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","104,170,444",
October,2025,China,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","52,616,000",
October,2025,China,39,Plastics And Articles Thereof,"1,088,356,815",
October,2025,China,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"123,915,895",
October,2025,China,49,"Printed Books, Newspapers Etc; Manuscripts Etc","180,911,088",
October,2025,China,61,"Apparel Articles And Accessories, Knit Or Crochet","462,368,394",
October,2025,China,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"523,639,906",
October,2025,China,64,"Footwear, Gaiters Etc. And Parts Thereof","389,526,777",
October,2025,China,70,Glass And Glassware,"134,563,106",
October,2025,China,73,Articles Of Iron Or Steel,"547,525,281",
October,2025,China,76,Aluminum And Articles Thereof,"185,662,995",
October,2025,China,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","215,908,291",
October,2025,China,83,Miscellaneous Articles Of Base Metal,"286,582,203",
October,2025,China,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","3,041,355,448",
October,2025,China,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"7,471,335,965",
October,2025,China,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","885,667,470",
October,2025,China,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","795,334,399",
October,2025,China,95,"Toys, Games & Sport Equipment; Parts & Accessories","1,786,663,905",
October,2025,Colombia,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","6,581,167",
October,2025,Colombia,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","10,511,806",
October,2025,Colombia,39,Plastics And Articles Thereof,"24,694,552",
October,2025,Colombia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"5,518,423",
October,2025,Colombia,49,"Printed Books, Newspapers Etc; Manuscripts Etc","1,537,531",
October,2025,Colombia,61,"Apparel Articles And Accessories, Knit Or Crochet","8,914,099",
October,2025,Colombia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"5,373,022",
October,2025,Colombia,64,"Footwear, Gaiters Etc. And Parts Thereof","729,688",
October,2025,Colombia,70,Glass And Glassware,"5,927,264",
October,2025,Colombia,73,Articles Of Iron Or Steel,"12,045,926",
October,2025,Colombia,76,Aluminum And Articles Thereof,"49,692,236",
October,2025,Colombia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","845,169",
October,2025,Colombia,83,Miscellaneous Articles Of Base Metal,"366,312",
October,2025,Colombia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","6,232,630",
October,2025,Colombia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"37,585,285",
October,2025,Colombia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","1,993,251",
October,2025,Colombia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","6,007,529",
October,2025,Colombia,95,"Toys, Games & Sport Equipment; Parts & Accessories","1,689,170",
October,2025,Congo,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"34,308",
October,2025,Costa Rica,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","40,078",
October,2025,Costa Rica,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","42,579",
October,2025,Costa Rica,39,Plastics And Articles Thereof,"11,405,165",
October,2025,Costa Rica,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"668,589",
October,2025,Costa Rica,49,"Printed Books, Newspapers Etc; Manuscripts Etc","177,114",
October,2025,Costa Rica,61,"Apparel Articles And Accessories, Knit Or Crochet","1,775,880",
October,2025,Costa Rica,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"127,504",
October,2025,Costa Rica,70,Glass And Glassware,"1,529,686",
October,2025,Costa Rica,73,Articles Of Iron Or Steel,"920,798",
October,2025,Costa Rica,76,Aluminum And Articles Thereof,"616,798",
October,2025,Costa Rica,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","131,746",
October,2025,Costa Rica,83,Miscellaneous Articles Of Base Metal,"15,317",
October,2025,Costa Rica,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","5,017,324",
October,2025,Costa Rica,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"180,220,036",
October,2025,Costa Rica,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","1,376,342",
October,2025,Costa Rica,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,088,711",
October,2025,Costa Rica,95,"Toys, Games & Sport Equipment; Parts & Accessories","4,571,541",
October,2025,Cote d'Ivoire,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","110,347",
October,2025,Cote d'Ivoire,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","31,250",
October,2025,Cote d'Ivoire,39,Plastics And Articles Thereof,"31,610",
October,2025,Cote d'Ivoire,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","8,580",
October,2025,Croatia,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","2,281",
October,2025,Croatia,39,Plastics And Articles Thereof,"547,522",
October,2025,Croatia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"164,896",
October,2025,Croatia,49,"Printed Books, Newspapers Etc; Manuscripts Etc","17,843",
October,2025,Croatia,61,"Apparel Articles And Accessories, Knit Or Crochet","392,826",
October,2025,Croatia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"23,785",
October,2025,Croatia,64,"Footwear, Gaiters Etc. And Parts Thereof","1,802,272",
October,2025,Croatia,70,Glass And Glassware,"259,203",
October,2025,Croatia,73,Articles Of Iron Or Steel,"328,234",
October,2025,Croatia,76,Aluminum And Articles Thereof,"754,040",
October,2025,Croatia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","85,572",
October,2025,Croatia,83,Miscellaneous Articles Of Base Metal,"53,253",
October,2025,Croatia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","8,579,955",
October,2025,Croatia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"33,106,687",
October,2025,Croatia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","258,173",
October,2025,Croatia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","709,327",
October,2025,Croatia,95,"Toys, Games & Sport Equipment; Parts & Accessories","49,655",
October,2025,Cuba,39,Plastics And Articles Thereof,"1,250",
October,2025,Curacao,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","39,184",
October,2025,Curacao,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"133,685",
October,2025,Cyprus,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","22,827",
October,2025,Cyprus,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","7,041",
October,2025,Cyprus,39,Plastics And Articles Thereof,"1,463",
October,2025,Cyprus,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,364,
October,2025,Cyprus,83,Miscellaneous Articles Of Base Metal,"23,690",
October,2025,Cyprus,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","1,055,650",
October,2025,Cyprus,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"29,843",
October,2025,Cyprus,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","6,391",
October,2025,Czech Republic,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","3,368,160",
October,2025,Czech Republic,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","418,184",
October,2025,Czech Republic,39,Plastics And Articles Thereof,"22,148,134",
October,2025,Czech Republic,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"3,659,757",
October,2025,Czech Republic,49,"Printed Books, Newspapers Etc; Manuscripts Etc","504,820",
October,2025,Czech Republic,61,"Apparel Articles And Accessories, Knit Or Crochet","98,896",
October,2025,Czech Republic,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"3,953,659",
October,2025,Czech Republic,64,"Footwear, Gaiters Etc. And Parts Thereof","271,128",
October,2025,Czech Republic,70,Glass And Glassware,"4,568,848",
October,2025,Czech Republic,73,Articles Of Iron Or Steel,"4,848,566",
October,2025,Czech Republic,76,Aluminum And Articles Thereof,"3,100,372",
October,2025,Czech Republic,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","3,259,569",
October,2025,Czech Republic,83,Miscellaneous Articles Of Base Metal,"8,375,090",
October,2025,Czech Republic,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","197,182,864",
October,2025,Czech Republic,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"138,930,682",
October,2025,Czech Republic,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","24,687,570",
October,2025,Czech Republic,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","16,802,225",
October,2025,Czech Republic,95,"Toys, Games & Sport Equipment; Parts & Accessories","6,143,334",
October,2025,Democratic Republic of Congo,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","2,100",
October,2025,Denmark,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","116,574",
October,2025,Denmark,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","2,224,109",
October,2025,Denmark,39,Plastics And Articles Thereof,"10,367,386",
October,2025,Denmark,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"1,470,896",
October,2025,Denmark,49,"Printed Books, Newspapers Etc; Manuscripts Etc","2,462,602",
October,2025,Denmark,61,"Apparel Articles And Accessories, Knit Or Crochet","77,985",
October,2025,Denmark,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"232,495",
October,2025,Denmark,64,"Footwear, Gaiters Etc. And Parts Thereof","142,804",
October,2025,Denmark,70,Glass And Glassware,"729,731",
October,2025,Denmark,73,Articles Of Iron Or Steel,"109,448,700",
October,2025,Denmark,76,Aluminum And Articles Thereof,"1,768,955",
October,2025,Denmark,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","1,209,147",
October,2025,Denmark,83,Miscellaneous Articles Of Base Metal,"859,589",
October,2025,Denmark,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","113,950,601",
October,2025,Denmark,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"47,552,448",
October,2025,Denmark,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","3,088,841",
October,2025,Denmark,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","11,598,844",
October,2025,Denmark,95,"Toys, Games & Sport Equipment; Parts & Accessories","2,276,513",
October,2025,Djibouti,39,Plastics And Articles Thereof,"8,031",
October,2025,Djibouti,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"18,230",
October,2025,Dominican Republic,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","3,164,915",
October,2025,Dominican Republic,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","4,790,404",
October,2025,Dominican Republic,39,Plastics And Articles Thereof,"25,227,339",
October,2025,Dominican Republic,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"7,020,747",
October,2025,Dominican Republic,49,"Printed Books, Newspapers Etc; Manuscripts Etc","97,386",
October,2025,Dominican Republic,61,"Apparel Articles And Accessories, Knit Or Crochet","37,184,391",
October,2025,Dominican Republic,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"8,231,258",
October,2025,Dominican Republic,64,"Footwear, Gaiters Etc. And Parts Thereof","14,259,671",
October,2025,Dominican Republic,70,Glass And Glassware,"44,513",
October,2025,Dominican Republic,73,Articles Of Iron Or Steel,"3,553,697",
October,2025,Dominican Republic,76,Aluminum And Articles Thereof,"1,803,748",
October,2025,Dominican Republic,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","43,796",
October,2025,Dominican Republic,83,Miscellaneous Articles Of Base Metal,"2,226,932",
October,2025,Dominican Republic,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","4,584,328",
October,2025,Dominican Republic,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"87,995,772",
October,2025,Dominican Republic,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","3,626,609",
October,2025,Dominican Republic,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,768,295",
October,2025,Dominican Republic,95,"Toys, Games & Sport Equipment; Parts & Accessories","769,051",
October,2025,Ecuador,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","55,590",
October,2025,Ecuador,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","17,152",
October,2025,Ecuador,39,Plastics And Articles Thereof,"1,843,175",
October,2025,Ecuador,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"1,366,070",
October,2025,Ecuador,49,"Printed Books, Newspapers Etc; Manuscripts Etc","41,601",
October,2025,Ecuador,61,"Apparel Articles And Accessories, Knit Or Crochet","238,188",
October,2025,Ecuador,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"42,036",
October,2025,Ecuador,64,"Footwear, Gaiters Etc. And Parts Thereof","13,425",
October,2025,Ecuador,70,Glass And Glassware,"478,007",
October,2025,Ecuador,73,Articles Of Iron Or Steel,"34,665",
October,2025,Ecuador,76,Aluminum And Articles Thereof,"6,106,795",
October,2025,Ecuador,83,Miscellaneous Articles Of Base Metal,"191,694",
October,2025,Ecuador,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","529,369",
October,2025,Ecuador,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"6,670,725",
October,2025,Ecuador,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","854,419",
October,2025,Ecuador,95,"Toys, Games & Sport Equipment; Parts & Accessories","79,997",
October,2025,Egypt,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","843,105",
October,2025,Egypt,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","1,793,422",
October,2025,Egypt,39,Plastics And Articles Thereof,"3,525,202",
October,2025,Egypt,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"1,508,675",
October,2025,Egypt,49,"Printed Books, Newspapers Etc; Manuscripts Etc","5,000",
October,2025,Egypt,61,"Apparel Articles And Accessories, Knit Or Crochet","78,657,807",
October,2025,Egypt,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"1,388,036",
October,2025,Egypt,64,"Footwear, Gaiters Etc. And Parts Thereof","37,743",
October,2025,Egypt,70,Glass And Glassware,"5,570,742",
October,2025,Egypt,73,Articles Of Iron Or Steel,"751,163",
October,2025,Egypt,76,Aluminum And Articles Thereof,"192,778",
October,2025,Egypt,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","18,658",
October,2025,Egypt,83,Miscellaneous Articles Of Base Metal,"37,160",
October,2025,Egypt,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","259,500",
October,2025,Egypt,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"2,828,928",
October,2025,Egypt,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","60,412",
October,2025,Egypt,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","1,564,615",
October,2025,Egypt,95,"Toys, Games & Sport Equipment; Parts & Accessories","83,286",
October,2025,El Salvador,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","312,869",
October,2025,El Salvador,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","188,429",
October,2025,El Salvador,39,Plastics And Articles Thereof,"2,232,537",
October,2025,El Salvador,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"611,172",
October,2025,El Salvador,49,"Printed Books, Newspapers Etc; Manuscripts Etc","155,531",
October,2025,El Salvador,61,"Apparel Articles And Accessories, Knit Or Crochet","103,886,134",
October,2025,El Salvador,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"3,557,019",
October,2025,El Salvador,64,"Footwear, Gaiters Etc. And Parts Thereof","835,322",
October,2025,El Salvador,70,Glass And Glassware,"53,214",
October,2025,El Salvador,73,Articles Of Iron Or Steel,"633,104",
October,2025,El Salvador,76,Aluminum And Articles Thereof,"1,399,579",
October,2025,El Salvador,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","124,131",
October,2025,El Salvador,83,Miscellaneous Articles Of Base Metal,"237,713",
October,2025,El Salvador,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","1,196,610",
October,2025,El Salvador,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"12,234,526",
October,2025,El Salvador,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","6,289",
October,2025,El Salvador,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,333,526",
October,2025,El Salvador,95,"Toys, Games & Sport Equipment; Parts & Accessories","465,603",
October,2025,Estonia,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","301,170",
October,2025,Estonia,39,Plastics And Articles Thereof,"485,881",
October,2025,Estonia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"57,290",
October,2025,Estonia,49,"Printed Books, Newspapers Etc; Manuscripts Etc","70,576",
October,2025,Estonia,61,"Apparel Articles And Accessories, Knit Or Crochet","26,478",
October,2025,Estonia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"50,852",
October,2025,Estonia,64,"Footwear, Gaiters Etc. And Parts Thereof","28,303",
October,2025,Estonia,70,Glass And Glassware,"25,333",
October,2025,Estonia,73,Articles Of Iron Or Steel,"309,540",
October,2025,Estonia,76,Aluminum And Articles Thereof,"42,683",
October,2025,Estonia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","284,973",
October,2025,Estonia,83,Miscellaneous Articles Of Base Metal,"30,404",
October,2025,Estonia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","5,561,984",
October,2025,Estonia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"32,661,857",
October,2025,Estonia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","379,361",
October,2025,Estonia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,658,402",
October,2025,Estonia,95,"Toys, Games & Sport Equipment; Parts & Accessories","1,454,167",
October,2025,Eswatini,39,Plastics And Articles Thereof,"1,991",
October,2025,Eswatini,61,"Apparel Articles And Accessories, Knit Or Crochet","61,807",
October,2025,Eswatini,64,"Footwear, Gaiters Etc. And Parts Thereof",294,
October,2025,Eswatini,83,Miscellaneous Articles Of Base Metal,"16,853",
October,2025,Eswatini,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","278,478",
October,2025,Eswatini,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"2,493",
October,2025,Ethiopia,39,Plastics And Articles Thereof,"17,487",
October,2025,Ethiopia,61,"Apparel Articles And Accessories, Knit Or Crochet","5,827,533",
October,2025,Ethiopia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"169,414",
October,2025,Ethiopia,64,"Footwear, Gaiters Etc. And Parts Thereof","130,170",
October,2025,Ethiopia,70,Glass And Glassware,"469,160",
October,2025,Ethiopia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"92,782,151",
October,2025,Ethiopia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,019",
October,2025,Faroe Islands,61,"Apparel Articles And Accessories, Knit Or Crochet",283,
October,2025,Faroe Islands,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","8,915",
October,2025,Fiji,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","216,334",
October,2025,Fiji,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","36,137",
October,2025,Fiji,39,Plastics And Articles Thereof,"1,986",
October,2025,Fiji,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"3,049",
October,2025,Fiji,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","434,850",
October,2025,Finland,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","285,896",
October,2025,Finland,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","252,395",
October,2025,Finland,39,Plastics And Articles Thereof,"6,675,631",
October,2025,Finland,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"67,933,881",
October,2025,Finland,49,"Printed Books, Newspapers Etc; Manuscripts Etc","48,442",
October,2025,Finland,61,"Apparel Articles And Accessories, Knit Or Crochet","18,552",
October,2025,Finland,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"342,494",
October,2025,Finland,64,"Footwear, Gaiters Etc. And Parts Thereof","4,539",
October,2025,Finland,70,Glass And Glassware,"710,666",
October,2025,Finland,73,Articles Of Iron Or Steel,"4,004,585",
October,2025,Finland,76,Aluminum And Articles Thereof,"162,899",
October,2025,Finland,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","2,731,250",
October,2025,Finland,83,Miscellaneous Articles Of Base Metal,"2,393,631",
October,2025,Finland,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","59,589,173",
October,2025,Finland,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"58,557,382",
October,2025,Finland,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","23,426,000",
October,2025,Finland,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","6,507,501",
October,2025,Finland,95,"Toys, Games & Sport Equipment; Parts & Accessories","1,729,990",
October,2025,France,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","249,443,932",
October,2025,France,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","11,880,160",
October,2025,France,39,Plastics And Articles Thereof,"67,625,379",
October,2025,France,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"26,638,460",
October,2025,France,49,"Printed Books, Newspapers Etc; Manuscripts Etc","7,924,602",
October,2025,France,61,"Apparel Articles And Accessories, Knit Or Crochet","3,466,173",
October,2025,France,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"4,006,565",
October,2025,France,64,"Footwear, Gaiters Etc. And Parts Thereof","1,526,327",
October,2025,France,70,Glass And Glassware,"20,170,902",
October,2025,France,73,Articles Of Iron Or Steel,"37,173,158",
October,2025,France,76,Aluminum And Articles Thereof,"19,108,086",
October,2025,France,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","10,024,595",
October,2025,France,83,Miscellaneous Articles Of Base Metal,"7,653,932",
