Month,Year,Country,HS,Commodity,Customs Value (Gen) ($US),
January,2024,Afghanistan,39,Plastics And Articles Thereof,"8,500",
January,2024,Afghanistan,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"17,552",
January,2024,Afghanistan,73,Articles Of Iron Or Steel,"39,388",
January,2024,Afghanistan,83,Miscellaneous Articles Of Base Metal,"12,076",
January,2024,Afghanistan,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"13,479",
January,2024,Albania,39,Plastics And Articles Thereof,"185,909",
January,2024,Albania,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"181,026",
January,2024,Albania,61,"Apparel Articles And Accessories, Knit Or Crochet","498,894",
January,2024,Albania,64,"Footwear, Gaiters Etc. And Parts Thereof","204,979",
January,2024,Albania,70,Glass And Glassware,"3,761",
January,2024,Albania,73,Articles Of Iron Or Steel,"34,788",
January,2024,Albania,76,Aluminum And Articles Thereof,"259,899",
January,2024,Albania,83,Miscellaneous Articles Of Base Metal,"7,901",
January,2024,Albania,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","34,171",
January,2024,Albania,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"195,521",
January,2024,Albania,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","76,320",
January,2024,Albania,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","150,856",
January,2024,Algeria,49,"Printed Books, Newspapers Etc; Manuscripts Etc","48,839",
January,2024,Algeria,83,Miscellaneous Articles Of Base Metal,"3,660",
January,2024,Algeria,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","2,194",
January,2024,Algeria,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,149",
January,2024,Andorra,39,Plastics And Articles Thereof,"1,176",
January,2024,Andorra,83,Miscellaneous Articles Of Base Metal,"3,976",
January,2024,Andorra,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","17,086",
January,2024,Andorra,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"2,500",
January,2024,Andorra,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","4,225",
January,2024,Angola,73,Articles Of Iron Or Steel,"286,591",
January,2024,Anguilla,39,Plastics And Articles Thereof,"67,284",
January,2024,Antigua and Barbuda,76,Aluminum And Articles Thereof,"8,138",
January,2024,Argentina,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","7,590,789",
January,2024,Argentina,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","16,766",
January,2024,Argentina,39,Plastics And Articles Thereof,"1,080,824",
January,2024,Argentina,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"1,019,522",
January,2024,Argentina,49,"Printed Books, Newspapers Etc; Manuscripts Etc","25,301",
January,2024,Argentina,61,"Apparel Articles And Accessories, Knit Or Crochet","24,435",
January,2024,Argentina,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"4,250",
January,2024,Argentina,64,"Footwear, Gaiters Etc. And Parts Thereof","44,193",
January,2024,Argentina,70,Glass And Glassware,"64,632",
January,2024,Argentina,73,Articles Of Iron Or Steel,"4,009,597",
January,2024,Argentina,76,Aluminum And Articles Thereof,"29,314,379",
January,2024,Argentina,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","202,859",
January,2024,Argentina,83,Miscellaneous Articles Of Base Metal,"194,603",
January,2024,Argentina,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","9,067,333",
January,2024,Argentina,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"2,004,663",
January,2024,Argentina,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","507,515",
January,2024,Argentina,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","240,789",
January,2024,Argentina,95,"Toys, Games & Sport Equipment; Parts & Accessories","90,980",
January,2024,Armenia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"48,568",
January,2024,Armenia,61,"Apparel Articles And Accessories, Knit Or Crochet","18,845",
January,2024,Armenia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"7,043",
January,2024,Armenia,64,"Footwear, Gaiters Etc. And Parts Thereof",366,
January,2024,Armenia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","75,997",
January,2024,Armenia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"8,056",
January,2024,Armenia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,200",
January,2024,Armenia,95,"Toys, Games & Sport Equipment; Parts & Accessories","14,267",
January,2024,Aruba,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","101,830",
January,2024,Aruba,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","36,616",
January,2024,Aruba,70,Glass And Glassware,"10,000",
January,2024,Aruba,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","3,600",
January,2024,Australia,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","6,445,950",
January,2024,Australia,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","1,057,531",
January,2024,Australia,39,Plastics And Articles Thereof,"5,575,932",
January,2024,Australia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"4,345,534",
January,2024,Australia,49,"Printed Books, Newspapers Etc; Manuscripts Etc","1,498,304",
January,2024,Australia,61,"Apparel Articles And Accessories, Knit Or Crochet","556,971",
January,2024,Australia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"499,257",
January,2024,Australia,64,"Footwear, Gaiters Etc. And Parts Thereof","537,829",
January,2024,Australia,70,Glass And Glassware,"796,139",
January,2024,Australia,73,Articles Of Iron Or Steel,"5,989,248",
January,2024,Australia,76,Aluminum And Articles Thereof,"16,951,336",
January,2024,Australia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","962,014",
January,2024,Australia,83,Miscellaneous Articles Of Base Metal,"1,707,578",
January,2024,Australia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","46,456,166",
January,2024,Australia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"40,569,827",
January,2024,Australia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","9,491,120",
January,2024,Australia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,099,957",
January,2024,Australia,95,"Toys, Games & Sport Equipment; Parts & Accessories","3,384,472",
January,2024,Austria,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","1,987,155",
January,2024,Austria,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","1,060,410",
January,2024,Austria,39,Plastics And Articles Thereof,"26,653,027",
January,2024,Austria,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"6,700,967",
January,2024,Austria,49,"Printed Books, Newspapers Etc; Manuscripts Etc","781,516",
January,2024,Austria,61,"Apparel Articles And Accessories, Knit Or Crochet","405,741",
January,2024,Austria,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"133,466",
January,2024,Austria,64,"Footwear, Gaiters Etc. And Parts Thereof","817,572",
January,2024,Austria,70,Glass And Glassware,"4,341,303",
January,2024,Austria,73,Articles Of Iron Or Steel,"64,597,455",
January,2024,Austria,76,Aluminum And Articles Thereof,"13,303,882",
January,2024,Austria,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","8,074,978",
January,2024,Austria,83,Miscellaneous Articles Of Base Metal,"12,129,791",
January,2024,Austria,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","382,343,450",
January,2024,Austria,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"127,898,329",
January,2024,Austria,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","204,097,962",
January,2024,Austria,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","4,640,097",
January,2024,Austria,95,"Toys, Games & Sport Equipment; Parts & Accessories","4,436,816",
January,2024,Azerbaijan,39,Plastics And Articles Thereof,"14,133",
January,2024,Azerbaijan,70,Glass And Glassware,"77,010",
January,2024,Azerbaijan,73,Articles Of Iron Or Steel,"9,680",
January,2024,Azerbaijan,76,Aluminum And Articles Thereof,"8,355,414",
January,2024,Azerbaijan,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","800,397",
January,2024,Azerbaijan,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"4,500",
January,2024,Azerbaijan,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","29,418",
January,2024,Bahamas,39,Plastics And Articles Thereof,"2,699,713",
January,2024,Bahamas,61,"Apparel Articles And Accessories, Knit Or Crochet",450,
January,2024,Bahamas,64,"Footwear, Gaiters Etc. And Parts Thereof","2,200",
January,2024,Bahamas,76,Aluminum And Articles Thereof,"28,569",
January,2024,Bahamas,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","78,354",
January,2024,Bahamas,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"141,264",
January,2024,Bahamas,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,358",
January,2024,Bahamas,95,"Toys, Games & Sport Equipment; Parts & Accessories","717,500",
January,2024,Bahrain,39,Plastics And Articles Thereof,"2,527,903",
January,2024,Bahrain,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"57,467",
January,2024,Bahrain,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"2,191,065",
January,2024,Bahrain,70,Glass And Glassware,"864,230",
January,2024,Bahrain,73,Articles Of Iron Or Steel,"7,380",
January,2024,Bahrain,76,Aluminum And Articles Thereof,"40,764,366",
January,2024,Bahrain,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","940,164",
January,2024,Bahrain,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"5,000",
January,2024,Bahrain,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","33,000",
January,2024,Bahrain,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","17,030",
January,2024,Bahrain,95,"Toys, Games & Sport Equipment; Parts & Accessories","3,790",
January,2024,Bangladesh,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","47,621",
January,2024,Bangladesh,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","13,889",
January,2024,Bangladesh,39,Plastics And Articles Thereof,"1,712,480",
January,2024,Bangladesh,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"306,020",
January,2024,Bangladesh,49,"Printed Books, Newspapers Etc; Manuscripts Etc","13,491",
January,2024,Bangladesh,61,"Apparel Articles And Accessories, Knit Or Crochet","163,372,195",
January,2024,Bangladesh,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"11,629,613",
January,2024,Bangladesh,64,"Footwear, Gaiters Etc. And Parts Thereof","14,209,005",
January,2024,Bangladesh,70,Glass And Glassware,"185,200",
January,2024,Bangladesh,73,Articles Of Iron Or Steel,"328,458",
January,2024,Bangladesh,76,Aluminum And Articles Thereof,"29,045",
January,2024,Bangladesh,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","9,975",
January,2024,Bangladesh,83,Miscellaneous Articles Of Base Metal,"15,096",
January,2024,Bangladesh,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","292,800",
January,2024,Bangladesh,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"285,625",
January,2024,Bangladesh,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","43,857",
January,2024,Bangladesh,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","976,420",
January,2024,Bangladesh,95,"Toys, Games & Sport Equipment; Parts & Accessories","1,283,246",
January,2024,Barbados,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"10,201",
January,2024,Barbados,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"35,571",
January,2024,Barbados,76,Aluminum And Articles Thereof,"48,807",
January,2024,Barbados,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","11,119",
January,2024,Barbados,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"10,509",
January,2024,Belarus,39,Plastics And Articles Thereof,"49,125",
January,2024,Belarus,61,"Apparel Articles And Accessories, Knit Or Crochet","29,750",
January,2024,Belarus,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"3,418",
January,2024,Belarus,76,Aluminum And Articles Thereof,"25,014",
January,2024,Belarus,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","397,265",
January,2024,Belarus,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","90,286",
January,2024,Belarus,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"62,362",
January,2024,Belgium,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","4,129,006",
January,2024,Belgium,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","4,504,375",
January,2024,Belgium,39,Plastics And Articles Thereof,"35,575,362",
January,2024,Belgium,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"2,842,122",
January,2024,Belgium,49,"Printed Books, Newspapers Etc; Manuscripts Etc","2,333,807",
January,2024,Belgium,61,"Apparel Articles And Accessories, Knit Or Crochet","153,124",
January,2024,Belgium,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"319,183",
January,2024,Belgium,64,"Footwear, Gaiters Etc. And Parts Thereof","195,052",
January,2024,Belgium,70,Glass And Glassware,"7,039,018",
January,2024,Belgium,73,Articles Of Iron Or Steel,"5,496,850",
January,2024,Belgium,76,Aluminum And Articles Thereof,"7,977,633",
January,2024,Belgium,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","1,529,917",
January,2024,Belgium,83,Miscellaneous Articles Of Base Metal,"1,339,709",
January,2024,Belgium,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","117,683,962",
January,2024,Belgium,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"43,127,054",
January,2024,Belgium,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","103,162,810",
January,2024,Belgium,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","7,247,631",
January,2024,Belgium,95,"Toys, Games & Sport Equipment; Parts & Accessories","5,670,096",
January,2024,Belize,39,Plastics And Articles Thereof,"16,880",
January,2024,Belize,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"23,598",
January,2024,Belize,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","1,800",
January,2024,Benin,61,"Apparel Articles And Accessories, Knit Or Crochet","202,683",
January,2024,Benin,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"4,780",
January,2024,Bermuda,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","4,000",
January,2024,Bolivia,39,Plastics And Articles Thereof,"2,720",
January,2024,Bolivia,61,"Apparel Articles And Accessories, Knit Or Crochet","19,469",
January,2024,Bolivia,76,Aluminum And Articles Thereof,"108,416",
January,2024,Bolivia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","37,895",
January,2024,Bolivia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"573,230",
January,2024,Bolivia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","548,496",
January,2024,Bolivia,95,"Toys, Games & Sport Equipment; Parts & Accessories","16,000",
January,2024,Bosnia and Herzegovina,39,Plastics And Articles Thereof,"62,830",
January,2024,Bosnia and Herzegovina,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"15,724",
January,2024,Bosnia and Herzegovina,49,"Printed Books, Newspapers Etc; Manuscripts Etc","7,423",
January,2024,Bosnia and Herzegovina,61,"Apparel Articles And Accessories, Knit Or Crochet","333,409",
January,2024,Bosnia and Herzegovina,64,"Footwear, Gaiters Etc. And Parts Thereof","1,102,853",
January,2024,Bosnia and Herzegovina,73,Articles Of Iron Or Steel,"128,177",
January,2024,Bosnia and Herzegovina,76,Aluminum And Articles Thereof,"281,340",
January,2024,Bosnia and Herzegovina,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","114,907",
January,2024,Bosnia and Herzegovina,83,Miscellaneous Articles Of Base Metal,"217,064",
January,2024,Bosnia and Herzegovina,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","1,123,832",
January,2024,Bosnia and Herzegovina,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"898,851",
January,2024,Bosnia and Herzegovina,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","573,024",
January,2024,Bosnia and Herzegovina,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,921,044",
January,2024,Bosnia and Herzegovina,95,"Toys, Games & Sport Equipment; Parts & Accessories","242,852",
January,2024,Botswana,70,Glass And Glassware,"3,140",
January,2024,Botswana,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","3,316",
January,2024,Brazil,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","52,483,042",
January,2024,Brazil,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","569,200",
January,2024,Brazil,39,Plastics And Articles Thereof,"23,924,529",
January,2024,Brazil,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"22,331,373",
January,2024,Brazil,49,"Printed Books, Newspapers Etc; Manuscripts Etc","542,023",
January,2024,Brazil,61,"Apparel Articles And Accessories, Knit Or Crochet","1,074,245",
January,2024,Brazil,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"94,020",
January,2024,Brazil,64,"Footwear, Gaiters Etc. And Parts Thereof","21,779,381",
January,2024,Brazil,70,Glass And Glassware,"1,745,711",
January,2024,Brazil,73,Articles Of Iron Or Steel,"31,180,620",
January,2024,Brazil,76,Aluminum And Articles Thereof,"19,266,376",
January,2024,Brazil,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","9,531,157",
January,2024,Brazil,83,Miscellaneous Articles Of Base Metal,"703,490",
January,2024,Brazil,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","262,633,104",
January,2024,Brazil,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"119,173,766",
January,2024,Brazil,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","160,613,540",
January,2024,Brazil,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","24,687,604",
January,2024,Brazil,95,"Toys, Games & Sport Equipment; Parts & Accessories","568,357",
January,2024,British Virgin Islands,49,"Printed Books, Newspapers Etc; Manuscripts Etc","3,875",
January,2024,British Virgin Islands,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab",300,
January,2024,Brunei,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"82,934",
January,2024,Brunei,61,"Apparel Articles And Accessories, Knit Or Crochet","193,228",
January,2024,Brunei,73,Articles Of Iron Or Steel,"298,471",
January,2024,Brunei,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","269,148",
January,2024,Brunei,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"34,717",
January,2024,Bulgaria,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","11,229,495",
January,2024,Bulgaria,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","395,832",
January,2024,Bulgaria,39,Plastics And Articles Thereof,"1,703,314",
January,2024,Bulgaria,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"354,022",
January,2024,Bulgaria,49,"Printed Books, Newspapers Etc; Manuscripts Etc","89,675",
January,2024,Bulgaria,61,"Apparel Articles And Accessories, Knit Or Crochet","1,622,444",
January,2024,Bulgaria,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"79,289",
January,2024,Bulgaria,64,"Footwear, Gaiters Etc. And Parts Thereof","6,200",
January,2024,Bulgaria,70,Glass And Glassware,"304,383",
January,2024,Bulgaria,73,Articles Of Iron Or Steel,"1,483,991",
January,2024,Bulgaria,76,Aluminum And Articles Thereof,"1,947,427",
January,2024,Bulgaria,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","351,951",
January,2024,Bulgaria,83,Miscellaneous Articles Of Base Metal,"1,043,151",
January,2024,Bulgaria,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","19,300,621",
January,2024,Bulgaria,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"12,987,638",
January,2024,Bulgaria,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","2,952,273",
January,2024,Bulgaria,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","912,154",
January,2024,Bulgaria,95,"Toys, Games & Sport Equipment; Parts & Accessories","2,032,036",
January,2024,Burkina Faso,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","45,876",
January,2024,Burkina Faso,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab",598,
January,2024,Burma,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","18,329",
January,2024,Burma,39,Plastics And Articles Thereof,"1,596,805",
January,2024,Burma,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"8,375",
January,2024,Burma,61,"Apparel Articles And Accessories, Knit Or Crochet","4,637,977",
January,2024,Burma,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"817,633",
January,2024,Burma,64,"Footwear, Gaiters Etc. And Parts Thereof","1,473,053",
January,2024,Burma,73,Articles Of Iron Or Steel,"46,236",
January,2024,Burma,76,Aluminum And Articles Thereof,"90,990",
January,2024,Burma,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","133,852",
January,2024,Burma,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"1,843,589",
January,2024,Burma,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","49,965",
January,2024,Burma,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","4,121,433",
January,2024,Burma,95,"Toys, Games & Sport Equipment; Parts & Accessories","112,658",
January,2024,Cabo Verde,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","2,450",
January,2024,Cambodia,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","2,194,110",
January,2024,Cambodia,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","830,544",
January,2024,Cambodia,39,Plastics And Articles Thereof,"33,621,795",
January,2024,Cambodia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"4,191,170",
January,2024,Cambodia,61,"Apparel Articles And Accessories, Knit Or Crochet","164,699,530",
January,2024,Cambodia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"10,032,575",
January,2024,Cambodia,64,"Footwear, Gaiters Etc. And Parts Thereof","60,938,266",
January,2024,Cambodia,70,Glass And Glassware,"44,649",
January,2024,Cambodia,73,Articles Of Iron Or Steel,"3,400,868",
January,2024,Cambodia,76,Aluminum And Articles Thereof,"754,115",
January,2024,Cambodia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","238,818",
January,2024,Cambodia,83,Miscellaneous Articles Of Base Metal,"1,717,942",
January,2024,Cambodia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","2,809,066",
January,2024,Cambodia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"162,211,194",
January,2024,Cambodia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","9,239,211",
January,2024,Cambodia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","49,670,547",
January,2024,Cambodia,95,"Toys, Games & Sport Equipment; Parts & Accessories","6,049,143",
January,2024,Cameroon,76,Aluminum And Articles Thereof,"26,306",
January,2024,Cameroon,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","46,748",
January,2024,Cameroon,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"10,696",
January,2024,Cameroon,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,146",
January,2024,Canada,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","139,793,594",
January,2024,Canada,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","92,601,149",
January,2024,Canada,39,Plastics And Articles Thereof,"1,155,440,387",
January,2024,Canada,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"560,378,879",
January,2024,Canada,49,"Printed Books, Newspapers Etc; Manuscripts Etc","49,238,159",
January,2024,Canada,61,"Apparel Articles And Accessories, Knit Or Crochet","9,478,413",
January,2024,Canada,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"10,180,997",
January,2024,Canada,64,"Footwear, Gaiters Etc. And Parts Thereof","2,364,121",
January,2024,Canada,70,Glass And Glassware,"45,607,814",
January,2024,Canada,73,Articles Of Iron Or Steel,"445,547,441",
January,2024,Canada,76,Aluminum And Articles Thereof,"918,834,286",
January,2024,Canada,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","33,039,376",
January,2024,Canada,83,Miscellaneous Articles Of Base Metal,"126,958,989",
January,2024,Canada,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","2,380,951,058",
January,2024,Canada,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"770,912,740",
January,2024,Canada,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","4,225,090,054",
January,2024,Canada,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","416,949,684",
January,2024,Canada,95,"Toys, Games & Sport Equipment; Parts & Accessories","33,025,924",
January,2024,Cayman Islands,76,Aluminum And Articles Thereof,"35,345",
January,2024,Cayman Islands,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","21,076",
January,2024,Cayman Islands,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"873,572",
January,2024,Central African Republic,39,Plastics And Articles Thereof,"108,184",
January,2024,Chile,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","30,510",
January,2024,Chile,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","52,919",
January,2024,Chile,39,Plastics And Articles Thereof,"1,789,571",
January,2024,Chile,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"2,769,284",
January,2024,Chile,49,"Printed Books, Newspapers Etc; Manuscripts Etc","24,813",
January,2024,Chile,61,"Apparel Articles And Accessories, Knit Or Crochet","5,070",
January,2024,Chile,70,Glass And Glassware,"1,506,507",
January,2024,Chile,73,Articles Of Iron Or Steel,"556,466",
January,2024,Chile,76,Aluminum And Articles Thereof,"1,257,509",
January,2024,Chile,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","373,131",
January,2024,Chile,83,Miscellaneous Articles Of Base Metal,"243,898",
January,2024,Chile,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","8,518,597",
January,2024,Chile,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"2,081,301",
January,2024,Chile,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","4,021,588",
January,2024,Chile,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","135,390",
January,2024,China,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","103,039,794",
January,2024,China,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","60,108,753",
January,2024,China,39,Plastics And Articles Thereof,"1,729,245,083",
January,2024,China,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"226,851,502",
January,2024,China,49,"Printed Books, Newspapers Etc; Manuscripts Etc","163,168,481",
January,2024,China,61,"Apparel Articles And Accessories, Knit Or Crochet","785,333,323",
January,2024,China,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"678,997,109",
January,2024,China,64,"Footwear, Gaiters Etc. And Parts Thereof","976,059,918",
January,2024,China,70,Glass And Glassware,"217,603,116",
January,2024,China,73,Articles Of Iron Or Steel,"977,101,079",
January,2024,China,76,Aluminum And Articles Thereof,"251,625,105",
January,2024,China,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","259,770,227",
January,2024,China,83,Miscellaneous Articles Of Base Metal,"477,076,875",
January,2024,China,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","6,331,957,603",
January,2024,China,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"9,791,379,983",
